,location,total_sqft,bath,price,bhk
4007,kanakapura,938.0,1.0,50.0,1
4008,kanakapura,825.0,1.0,35.475,1
4009,kanakapura,1489.0,2.0,70.0,3
4010,kanakapura,1477.0,2.0,69.5,3
4011,kanakpura road,700.0,2.0,36.0,2
4012,kanakpura road,1665.0,3.0,88.0,3
4013,kanakpura road,950.0,2.0,57.0,2
4014,kanakpura road,2250.0,4.0,110.0,4
4016,kanakpura road,525.0,1.0,26.0,1
4018,kanakpura road,525.0,2.0,21.53,1
4021,kanakpura road,525.0,1.0,27.25,1
4022,kanakpura road,1100.0,2.0,58.0,3
4023,kanakpura road,525.0,1.0,30.0,1
4025,kanakpura road,1339.0,2.0,75.0,2
4026,kanakpura road,1100.0,3.0,58.0,3
4027,kanakpura road,525.0,1.0,26.0,1
4029,kanakpura road,1843.0,3.0,95.84,3
4030,kanakpura road,1290.0,2.0,74.0,2
4032,kanakpura road,1665.0,3.0,86.58,3
4034,kanakpura road,1542.0,2.0,85.0,3
4035,kanakpura road,1300.0,2.0,69.0,3
4036,kanakpura road,900.0,2.0,46.0,2
4039,kanakpura road,900.0,2.0,46.0,2
4040,kanakpura road,900.0,2.0,46.0,2
4041,kanakpura road,1495.0,2.0,90.0,2
4044,kanakpura road,1560.0,3.0,92.0,3
4045,kanakpura road,1135.0,2.0,58.0,2
4046,kanakpura road,3500.0,6.0,225.0,4
4047,kanakpura road,1420.0,2.0,75.0,3
4049,kanakpura road,825.0,1.0,36.29,1
4050,kanakpura road,983.0,2.0,50.6,2
4055,kanakpura road,1843.0,3.0,95.84,3
4057,kanakpura road,1366.0,3.0,76.85,2
4059,kanakpura road,525.0,1.0,25.0,1
4061,kanakpura road,2265.0,3.0,136.0,3
4067,kanakpura road,2200.0,3.0,130.0,3
4068,kanakpura road,525.0,1.0,30.0,1
4070,kanakpura road,1051.0,2.0,56.74,2
4071,kanakpura road,525.0,1.0,30.0,1
4076,kanakpura road,1300.0,3.0,69.0,3
4077,kanakpura road,700.0,2.0,40.0,2
4078,kanakpura road,458.0,1.0,19.695,1
4079,kanakpura road,1700.0,3.0,88.0,3
4082,kanakpura road,2775.0,3.0,165.0,4
4083,kanakpura road,1900.0,3.0,99.0,3
4084,kanakpura road,1290.0,2.0,80.0,2
4089,kanakpura road,1868.0,3.0,113.0,3
4091,kanakpura road,1366.0,2.0,83.0,2
4092,kanakpura road,700.0,2.0,40.0,2
4094,kanakpura road,1339.0,2.0,71.5,2
4096,kanakpura road,670.0,1.0,35.0,1
4103,kanakpura road,525.0,1.0,30.0,1
4106,kanakpura road,1498.0,3.0,95.0,3
4107,kanakpura road,525.0,2.0,27.0,1
4108,kanakpura road,1665.0,3.0,86.91,3
4109,kanakpura road,1665.0,3.0,86.58,3
4110,kanakpura road,712.0,1.0,38.44,1
4114,kanakpura road,1507.0,2.0,95.0,3
4118,kanakpura road,1339.0,2.0,85.0,2
4119,kanakpura road,525.0,1.0,27.0,1
4120,kanakpura road,525.0,1.0,27.5,1
4122,kanakpura road,525.0,1.0,26.25,1
4124,kanakpura road,525.0,1.0,26.0,1
4125,kanakpura road,1050.0,2.0,59.0,3
4126,kanakpura road,1600.0,3.0,90.0,3
4127,kanakpura road,525.0,2.0,29.25,1
4129,kanakpura road,800.0,2.0,41.145,2
4132,kanakpura road,1100.0,3.0,56.57,3
4135,kanakpura road,1843.0,3.0,96.2,3
4139,kanakpura road,1240.0,2.0,65.0,2
4143,kanakpura road,700.0,2.0,41.0,2
4147,kanakpura road,700.0,1.0,41.0,2
4149,kanakpura road,1100.0,3.0,58.0,3
4150,kanakpura road,1140.0,2.0,65.0,2
4152,kanakpura road,700.0,2.0,40.0,2
4155,kanakpura road,525.0,1.0,26.01,1
4159,kanakpura road,1322.0,2.0,70.0,2
4160,kanakpura road,1698.0,2.0,105.0,2
4161,kanakpura road,1300.0,3.0,69.0,3
4162,kanakpura road,1300.0,3.0,69.0,3
4164,kanakpura road,1167.0,2.0,63.0,2
4168,kanakpura road,1300.0,3.0,69.0,3
4173,kanakpura road,1430.0,2.0,78.0,2
4174,kanakpura road,700.0,2.0,36.0,2
4177,kanakpura road,525.0,2.0,27.0,1
4179,kanakpura road,1100.0,3.0,58.0,3
4184,kanakpura road,1300.0,2.0,69.0,3
4185,kanakpura road,2000.0,3.0,105.0,3
4186,kanakpura road,1200.0,2.0,62.0,2
4188,kanakpura road,1843.0,3.0,95.0,3
4191,kanakpura road,900.0,2.0,46.29,2
4192,kanakpura road,850.0,1.0,37.32,1
4194,kanakpura road,525.0,1.0,30.0,1
4195,kanakpura road,1938.0,3.0,105.0,3
4196,kanakpura road,1843.0,3.0,96.2,3
4197,kanakpura road,525.0,1.0,26.0,1
4201,kanakpura road,700.0,2.0,36.0,2
4202,kanakpura road,1622.0,3.0,95.0,3
4207,kannamangala,957.0,2.0,58.0,2
4208,kannamangala,957.0,2.0,56.0,2
4209,kannamangala,3000.0,4.0,200.0,4
4210,kannamangala,1536.0,3.0,89.0,3
4211,kannamangala,2400.0,4.0,130.0,4
4212,kannamangala,1574.0,3.0,93.34,3
4213,kannamangala,957.0,2.0,52.5,2
4214,kannamangala,1536.0,3.0,104.0,3
4215,kannamangala,957.0,2.0,54.5,2
4216,kannamangala,2422.0,4.0,135.0,4
4217,kannamangala,957.0,2.0,55.0,2
4218,kannamangala,957.0,2.0,56.0,2
4220,karuna nagar,2500.0,3.0,180.0,3
4221,karuna nagar,2500.0,3.0,190.0,3
4222,karuna nagar,1962.0,3.0,175.0,3
4223,karuna nagar,1057.0,2.0,65.0,2
4224,karuna nagar,1354.0,2.0,98.0,3
4225,karuna nagar,1945.0,3.0,115.0,3
4226,karuna nagar,1960.0,3.0,165.0,3
4227,kasavanhalli,1060.0,2.0,58.06,2
4228,kasavanhalli,1563.05,3.0,105.0,3
4229,kasavanhalli,1717.0,3.0,99.0,3
4231,kasavanhalli,3260.0,4.0,240.0,4
4232,kasavanhalli,1349.0,2.0,78.0,2
4233,kasavanhalli,1121.0,2.0,78.0,2
4234,kasavanhalli,1100.0,2.0,50.0,2
4236,kasavanhalli,1200.0,2.0,78.0,2
4239,kasavanhalli,1476.0,3.0,89.0,3
4241,kasavanhalli,1200.0,2.0,50.0,2
4242,kasavanhalli,1719.0,3.0,116.0,3
4243,kasavanhalli,1115.0,2.0,50.0,2
4244,kasavanhalli,1125.0,2.0,61.2,2
4245,kasavanhalli,2170.0,3.0,151.0,3
4248,kasavanhalli,1476.0,3.0,95.0,3
4249,kasavanhalli,1200.0,2.0,50.3,2
4251,kasavanhalli,1787.0,3.0,123.0,3
4252,kasavanhalli,1090.0,2.0,59.8,2
4253,kasavanhalli,1691.0,3.0,104.0,3
4254,kasavanhalli,4260.0,4.0,272.0,4
4255,kasavanhalli,2111.0,4.0,120.0,3
4257,kasavanhalli,950.0,2.0,39.0,2
4262,kasavanhalli,770.0,1.0,43.82,1
4263,kasavanhalli,1147.0,2.0,60.0,2
4264,kasavanhalli,1375.0,2.0,72.0,2
4266,kasavanhalli,1200.0,2.0,60.0,2
4267,kasavanhalli,4260.0,4.0,333.0,4
4268,kasavanhalli,1495.0,2.0,83.0,2
4269,kasavanhalli,5000.0,2.0,400.0,2
4270,kasavanhalli,4000.0,4.0,325.0,4
4272,kasavanhalli,1917.0,3.0,132.0,3
4273,kasavanhalli,1375.0,2.0,78.0,2
4274,kasavanhalli,4408.0,4.0,344.0,4
4275,kasavanhalli,1309.0,2.0,95.0,2
4276,kasavanhalli,1476.0,3.0,105.0,3
4277,kasavanhalli,1158.0,2.0,67.0,2
4278,kasavanhalli,1214.0,2.0,67.0,2
4279,kasavanhalli,2110.0,4.0,120.0,3
4280,kasavanhalli,1495.0,2.0,110.0,2
4281,kasavanhalli,1575.0,2.0,85.0,2
4282,kasavanhalli,1069.0,2.0,55.0,2
4283,kasavanhalli,1100.0,2.0,68.0,2
4284,kasavanhalli,1715.0,3.0,112.0,3
4285,kasavanhalli,1100.0,2.0,65.0,2
4286,kasavanhalli,1230.0,2.0,66.25,2
4287,kasavanhalli,1819.0,3.0,150.0,3
4290,kasavanhalli,1585.0,2.0,90.0,2
4291,kasavanhalli,1245.0,2.0,80.0,2
4292,kasavanhalli,2035.0,3.0,142.0,3
4293,kasavanhalli,1747.0,3.0,110.0,3
4294,kasavanhalli,1377.0,2.0,80.0,2
4295,kasavanhalli,1181.0,2.0,61.0,2
4296,kasavanhalli,1121.0,2.0,75.0,2
4297,kasturi nagar,1925.0,3.0,125.0,3
4298,kasturi nagar,1567.0,2.0,92.0,2
4301,kasturi nagar,1080.0,2.0,80.0,2
4302,kasturi nagar,1101.0,2.0,65.0,2
4304,kasturi nagar,1896.0,3.0,125.0,4
4305,kasturi nagar,1100.0,2.0,58.0,2
4306,kasturi nagar,1570.0,3.0,110.0,3
4307,kasturi nagar,1000.0,2.0,58.0,2
4308,kasturi nagar,1101.0,2.0,66.0,2
4309,kasturi nagar,2507.0,4.0,155.0,4
4310,kathriguppe,1400.0,2.0,77.0,3
4311,kathriguppe,1250.0,2.0,68.75,3
4312,kathriguppe,1245.0,2.0,68.48,3
4313,kathriguppe,1350.0,2.0,87.01,3
4314,kathriguppe,1350.0,2.0,80.99,3
4315,kathriguppe,1365.0,2.0,75.08,3
4316,kathriguppe,1300.0,3.0,77.99,3
4317,kathriguppe,1350.0,2.0,80.99,3
4318,kathriguppe,1390.0,2.0,76.45,3
4319,kathriguppe,1350.0,3.0,78.3,3
4320,kathriguppe,1250.0,2.0,68.75,3
4321,kathriguppe,1300.0,3.0,77.99,3
4322,kathriguppe,1335.0,2.0,73.43,3
4323,kathriguppe,1300.0,3.0,77.99,3
4324,kathriguppe,1300.0,3.0,77.99,3
4325,kathriguppe,1335.0,2.0,73.43,3
4326,kathriguppe,1350.0,3.0,80.99,3
4327,kathriguppe,1250.0,2.0,68.75,2
4328,kathriguppe,1350.0,3.0,80.99,3
4329,kaval byrasandra,1200.0,2.0,52.0,2
4330,kaval byrasandra,1020.0,2.0,52.0,2
4331,kaval byrasandra,1200.0,2.0,49.5,2
4332,kaval byrasandra,945.0,2.0,50.0,2
4333,kaval byrasandra,1060.0,2.0,45.0,2
4334,kaval byrasandra,1100.0,2.0,46.0,2
4335,kaval byrasandra,1185.0,2.0,49.0,2
4336,kaval byrasandra,997.0,2.0,53.0,2
4337,kaval byrasandra,1060.0,2.0,42.0,2
4338,kaval byrasandra,480.0,1.0,25.0,1
4339,kaval byrasandra,1125.0,2.0,41.5,2
4340,kaval byrasandra,1180.0,2.0,60.0,2
4341,kaval byrasandra,1450.0,3.0,75.0,3
4342,kaval byrasandra,1066.0,2.0,55.0,2
4343,kaval byrasandra,1025.0,2.0,60.0,2
4344,kaval byrasandra,1400.0,3.0,75.0,3
4345,kenchenahalli,1015.0,2.0,58.0,2
4346,kenchenahalli,715.0,1.0,45.0,1
4347,kenchenahalli,1150.0,2.0,58.0,2
4348,kenchenahalli,1280.0,2.0,69.0,3
4350,kenchenahalli,870.0,1.0,45.0,2
4351,kenchenahalli,1150.0,2.0,60.0,2
4352,kenchenahalli,700.0,1.0,35.0,1
4353,kenchenahalli,1060.0,2.0,52.0,2
4354,kenchenahalli,1150.0,2.0,57.0,2
4355,kenchenahalli,1720.0,3.0,100.0,3
4356,kenchenahalli,1015.0,2.0,60.0,2
4358,kengeri,750.0,2.0,38.0,2
4360,kengeri,1197.0,2.0,50.0,2
4361,kengeri,1200.0,2.0,58.0,2
4363,kengeri,726.0,2.0,31.0,2
4365,kengeri,1025.0,2.0,57.0,2
4367,kengeri,1082.0,2.0,49.0,3
4370,kengeri,750.0,2.0,36.0,2
4371,kengeri,963.0,2.0,40.0,2
4373,kengeri,726.0,2.0,35.0,2
4375,kengeri,416.0,1.0,19.5,1
4376,kengeri,900.0,2.0,45.0,2
4379,kengeri,502.0,1.0,25.0,1
4381,kengeri,1200.0,3.0,67.0,3
4382,kengeri,725.0,2.0,30.0,2
4383,kengeri,500.0,1.0,17.0,1
4384,kengeri,540.0,1.0,22.5,1
4385,kengeri,750.0,2.0,35.5,2
4386,kengeri,1741.0,3.0,80.0,3
4388,kengeri,1200.0,2.0,58.0,2
4391,kengeri,750.0,2.0,36.5,2
4393,kengeri,416.0,1.0,18.0,1
4395,kengeri,883.0,2.0,49.0,2
4396,kengeri,1052.0,2.0,51.0,2
4398,kengeri,1220.0,2.0,63.0,2
4399,kengeri,1150.0,1.0,52.0,1
4400,kengeri,1192.0,2.0,53.5,2
4402,kengeri,750.0,2.0,40.0,2
4403,kengeri,1035.0,2.0,51.5,2
4404,kengeri,3000.0,5.0,130.0,8
4405,kengeri,410.0,1.0,15.0,1
4406,kengeri,416.0,1.0,17.19,1
4409,kengeri,2500.0,4.0,100.0,5
4410,kengeri,550.0,1.0,16.75,1
4411,kengeri satellite town,890.0,2.0,35.0,2
4412,kengeri satellite town,883.0,2.0,45.0,2
4413,kengeri satellite town,1415.0,2.0,66.0,3
4414,kengeri satellite town,930.0,1.0,30.0,1
4415,kengeri satellite town,1635.0,2.0,78.0,3
4416,kengeri satellite town,1050.0,2.0,43.0,2
4417,kengeri satellite town,1007.0,2.0,42.0,2
4418,kengeri satellite town,635.0,1.0,22.0,2
4419,kengeri satellite town,818.0,2.0,26.0,2
4420,kengeri satellite town,1030.0,2.0,50.0,2
4421,kengeri satellite town,1200.0,2.0,65.0,2
4422,kengeri satellite town,795.0,2.0,32.0,2
4423,kengeri satellite town,1302.5,2.0,44.285,2
4424,kengeri satellite town,800.0,2.0,40.0,2
4425,kengeri satellite town,654.0,1.0,22.0,1
4426,kengeri satellite town,1060.0,2.0,42.0,2
4427,kengeri satellite town,750.0,2.0,33.0,2
4428,kengeri satellite town,920.0,2.0,39.0,2
4429,kengeri satellite town,985.0,2.0,42.0,2
4430,kengeri satellite town,410.0,1.0,15.0,1
4431,kengeri satellite town,1120.0,2.0,49.0,2
4433,kengeri satellite town,1110.0,2.0,43.0,2
4434,kengeri satellite town,1170.0,2.0,50.0,2
4435,kengeri satellite town,777.4,2.0,25.0,2
4436,kengeri satellite town,800.0,2.0,32.0,2
4437,kereguddadahalli,950.0,2.0,32.0,2
4438,kereguddadahalli,1400.0,2.0,48.0,3
4439,kereguddadahalli,800.0,2.0,28.0,2
4440,kereguddadahalli,904.0,2.0,30.0,2
4442,kereguddadahalli,1000.0,2.0,30.0,2
4443,kereguddadahalli,1240.0,3.0,41.0,3
4444,kereguddadahalli,600.0,1.0,19.5,1
4445,kereguddadahalli,1080.0,2.0,32.0,2
4446,kereguddadahalli,1000.0,2.0,34.0,2
4449,kereguddadahalli,1015.0,2.0,35.0,2
4450,kodichikkanahalli,1190.0,2.0,57.0,3
4451,kodichikkanahalli,995.0,2.0,41.0,2
4452,kodichikkanahalli,2700.0,7.0,125.0,5
4453,kodichikkanahalli,1495.0,2.0,75.0,3
4454,kodichikkanahalli,1125.0,2.0,52.0,2
4455,kodichikkanahalli,1150.0,2.0,48.0,2
4456,kodichikkanahalli,1070.0,2.0,43.0,2
4457,kodichikkanahalli,1620.0,2.0,85.0,3
4459,kodichikkanahalli,1026.0,2.0,45.0,2
4460,kodichikkanahalli,2500.0,7.0,125.0,5
4461,kodichikkanahalli,450.0,1.0,18.0,1
4462,kodichikkanahalli,907.0,2.0,38.5,2
4463,kodichikkanahalli,1181.0,2.0,57.0,2
4464,kodichikkanahalli,900.0,2.0,42.0,2
4466,kodichikkanahalli,1400.0,3.0,66.0,3
4467,kodichikkanahalli,976.0,2.0,50.0,2
4468,kodichikkanahalli,2700.0,4.0,125.0,5
4469,kodichikkanahalli,1299.0,2.0,58.0,2
4470,kodichikkanahalli,900.0,2.0,35.0,2
4471,kodigehaali,1166.0,2.0,55.0,2
4472,kodigehaali,1320.0,3.0,65.0,3
4473,kodigehaali,1117.0,2.0,56.0,2
4474,kodigehaali,1200.0,2.0,55.0,2
4475,kodigehaali,1200.0,2.0,60.0,2
4476,kodigehaali,2120.0,3.0,177.0,3
4477,kodigehaali,1013.0,2.0,51.0,2
4478,kodigehaali,1324.0,3.0,65.0,3
4479,kodigehaali,965.0,2.0,38.0,2
4480,kodigehaali,866.0,2.0,32.0,2
4481,kodigehaali,1442.0,3.0,80.0,3
4482,kodigehalli,1270.0,2.0,98.0,2
4483,kodigehalli,1200.0,2.0,48.0,2
4484,kodigehalli,655.0,1.0,53.0,1
4485,kodigehalli,1820.0,3.0,150.0,3
4486,kodigehalli,635.0,1.0,28.0,2
4487,kodigehalli,1200.0,4.0,156.0,3
4488,kodihalli,3252.0,5.0,335.0,4
4489,kodihalli,2700.0,4.0,270.0,3
4490,kodihalli,2392.0,4.0,260.0,3
4491,kodihalli,2408.0,4.0,260.0,3
4492,kodihalli,2500.0,4.0,260.0,3
4493,kodihalli,1620.0,3.0,130.0,3
4494,kodihalli,3260.0,5.0,388.0,4
4495,kodihalli,3197.0,5.0,335.0,4
4496,kodihalli,1490.0,2.0,150.0,2
4497,kogilu,1909.0,3.0,88.0,3
4499,kogilu,1170.0,2.0,51.99,2
4500,kogilu,650.0,2.0,28.0,2
4501,kogilu,1140.0,2.0,50.66,2
4502,kogilu,1200.0,2.0,53.33,2
4503,kogilu,1934.0,3.0,150.0,3
4504,kogilu,540.0,1.0,36.0,1
4505,kogilu,1559.0,3.0,127.0,3
4506,kogilu,1190.0,2.0,50.66,2
4507,kogilu,1140.0,2.0,50.66,2
4508,kogilu,1559.0,3.0,120.0,3
4509,kogilu,700.0,1.0,30.84,1
4510,kogilu,1250.0,2.0,55.55,2
4511,kogilu,1200.0,2.0,53.33,2
4512,kogilu,952.0,2.0,49.0,2
4513,kogilu,700.0,1.0,30.84,1
4514,kogilu,1250.0,2.0,55.55,2
4515,kogilu,2456.0,7.0,85.0,7
4516,kogilu,1140.0,2.0,50.66,2
4517,kogilu,1140.0,2.0,50.66,2
4518,konanakunte,2791.0,3.0,223.0,3
4519,konanakunte,884.0,1.0,58.0,2
4520,konanakunte,3000.0,4.0,160.0,4
4521,konanakunte,1200.0,4.0,125.0,4
4522,konanakunte,1200.0,2.0,130.0,4
4523,konanakunte,2400.0,2.0,180.0,3
4524,konanakunte,3746.0,6.0,375.0,4
4525,konanakunte,1423.0,2.0,85.0,3
4526,koramangala,1320.0,2.0,165.0,2
4527,koramangala,1253.0,2.0,102.0,2
4528,koramangala,1580.0,3.0,160.0,3
4530,koramangala,3500.0,5.0,425.0,4
4531,koramangala,1005.0,1.0,110.0,2
4532,koramangala,2292.0,4.0,275.0,3
4534,koramangala,1290.0,2.0,100.0,2
4535,koramangala,1300.0,2.0,110.0,2
4537,koramangala,1325.0,2.0,119.0,2
4538,koramangala,1140.0,2.0,75.2,2
4539,koramangala,1260.0,2.0,100.0,2
4540,koramangala,1975.0,3.0,210.0,3
4541,koramangala,1900.0,2.0,200.0,2
4543,koramangala,2292.0,3.0,286.0,3
4544,koramangala,2300.0,3.0,290.0,3
4547,koramangala,2503.0,6.0,325.0,4
4549,koramangala,1320.0,2.0,150.0,2
4550,koramangala,1320.0,2.0,110.0,2
4551,koramangala,5985.0,4.0,775.0,4
4552,koramangala,2461.0,6.0,353.0,4
4554,koramangala,2246.0,3.0,300.0,3
4557,koramangala,1083.0,2.0,100.0,2
4558,koramangala,1744.0,3.0,200.0,3
4559,koramangala,1180.0,2.0,128.0,2
4560,koramangala,1320.0,2.0,160.0,2
4561,koramangala,1370.0,2.0,125.0,2
4562,koramangala,1100.0,2.0,85.0,2
4563,koramangala,1249.0,2.0,165.0,2
4564,koramangala,1200.0,2.0,100.0,2
4566,koramangala,2223.0,3.0,300.0,3
4567,koramangala,1744.0,4.0,210.0,3
4568,koramangala,1866.0,4.0,245.0,3
4569,koramangala,1320.0,2.0,160.0,2
4570,koramangala,1350.0,2.0,103.0,2
4571,koramangala,6000.0,4.0,625.0,4
4573,koramangala,1320.0,2.0,160.0,2
4574,koramangala,1710.0,3.0,210.0,3
4575,koramangala,1700.0,3.0,250.0,3
4576,koramangala,1355.0,2.0,95.0,2
4577,koramangala,1600.0,3.0,170.0,3
4578,koramangala,1260.0,2.0,100.0,2
4581,kothannur,1206.0,2.0,48.23,2
4583,kothannur,1100.0,2.0,40.0,2
4584,kothannur,1197.0,2.0,47.88,2
4585,kothannur,1197.0,2.0,47.8,2
4586,kothannur,1070.0,2.0,42.79,2
4589,kothannur,1070.0,2.0,38.6,2
4590,kothannur,1485.0,2.0,59.4,3
4591,kothannur,1215.0,2.0,48.6,3
4592,kothannur,1404.0,2.0,56.15,3
4593,kothanur,1200.0,2.0,51.0,2
4594,kothanur,2400.0,2.0,150.0,3
4595,kothanur,1828.0,3.0,110.0,3
4596,kothanur,1186.0,2.0,58.0,2
4598,kothanur,1847.0,3.0,105.0,3
4600,kothanur,9600.0,5.0,550.0,5
4601,kothanur,1435.0,3.0,70.0,3
4602,kothanur,1187.0,2.0,58.0,2
4603,kothanur,1847.0,3.0,110.0,3
4604,kothanur,1460.0,3.0,71.0,3
4605,kothanur,1185.0,2.0,59.0,2
4606,kothanur,1436.0,3.0,70.0,3
4607,kothanur,1462.0,3.0,71.0,3
4608,kothanur,1790.0,3.0,105.0,3
4610,kothanur,1070.0,2.0,45.5,2
4612,kothanur,1145.0,2.0,56.0,2
4613,kothanur,3401.0,5.0,230.0,4
4614,kothanur,1455.0,2.0,69.0,2
4615,kothanur,627.0,1.0,30.0,1
4616,kothanur,1302.0,2.0,68.5,2
4617,kothanur,1760.0,3.0,111.0,3
4618,kothanur,1185.0,2.0,58.0,2
4619,kothanur,1500.0,1.0,75.0,1
4620,kothanur,1075.0,2.0,53.0,2
4621,kothanur,1790.0,3.0,97.0,3
4622,kothanur,2700.0,4.0,175.0,4
4623,kothanur,1786.0,2.0,106.0,3
4624,kothanur,1787.0,3.0,107.0,3
4625,kothanur,1141.0,2.0,54.0,2
4626,kothanur,1760.0,3.0,110.0,3
4628,kothanur,1160.0,2.0,57.0,2
4629,kothanur,1095.0,2.0,55.0,2
4630,kothanur,1142.0,2.0,56.0,2
4631,kothanur,1074.0,2.0,54.0,2
4632,kothanur,1285.0,2.0,60.0,2
4633,kothanur,1075.0,2.0,53.0,2
4634,kothanur,1140.0,2.0,56.0,2
4635,kothanur,1400.0,2.0,70.0,2
4638,kothanur,1140.0,2.0,56.0,2
4639,kothanur,1787.0,3.0,120.0,3
4640,kothanur,1185.0,2.0,59.0,2
4642,kothanur,1790.0,3.0,105.0,3
4643,kothanur,1130.0,2.0,55.0,2
4644,kothanur,1094.0,2.0,54.0,2
4645,kothanur,1170.0,3.0,80.0,3
4646,kothanur,1400.0,2.0,65.0,2
4647,kothanur,1195.0,2.0,59.0,2
4648,kothanur,1790.0,3.0,120.0,3
4649,kothanur,1454.0,3.0,71.5,3
4650,kr puram,1277.5,2.0,56.8,2
4651,kr puram,930.0,2.0,39.0,2
4652,kr puram,1155.0,2.0,42.74,2
4653,kr puram,1225.0,2.0,46.55,2
4654,kr puram,1100.0,2.0,47.0,2
4655,kr puram,1200.0,2.0,71.0,2
4657,kr puram,750.0,2.0,25.0,2
4659,kr puram,1015.0,2.0,43.0,2
4660,kr puram,1470.0,2.0,86.0,2
4661,kr puram,714.0,1.0,28.0,1
4662,kr puram,1142.0,2.0,51.0,2
4663,kr puram,1115.0,2.0,33.45,2
4664,kr puram,1021.0,2.0,48.0,2
4665,kr puram,1559.0,3.0,69.315,3
4666,kr puram,1035.0,2.0,40.5,2
4667,kr puram,1550.0,2.0,71.0,2
4668,kr puram,1192.5,2.0,51.22,2
4669,kr puram,1100.0,2.0,46.0,2
4670,kr puram,1290.0,2.0,49.02,2
4671,kr puram,1100.0,2.0,43.0,2
4672,kr puram,950.0,2.0,40.0,2
4673,kr puram,1156.0,2.0,72.0,2
4674,kr puram,1000.0,2.0,60.0,2
4677,kr puram,1001.0,2.0,30.0,2
4678,kr puram,750.0,2.0,40.0,2
4680,kr puram,2000.0,6.0,85.0,6
4681,kr puram,1000.0,2.0,44.5,2
4682,kr puram,1200.0,2.0,47.0,2
4683,kr puram,1200.0,1.0,65.0,2
4684,kr puram,1583.0,2.0,70.445,3
4685,kr puram,1076.0,2.0,67.0,2
4686,kr puram,1140.0,2.0,43.32,2
4687,kr puram,4300.0,6.0,175.0,6
4688,kr puram,1200.0,2.0,42.0,2
4690,kr puram,1040.0,2.0,50.0,2
4691,kr puram,1200.0,4.0,83.0,4
4692,kr puram,734.0,2.0,22.0,2
4693,kr puram,1120.0,2.0,36.0,2
4694,kr puram,1150.0,2.0,42.0,2
4695,kr puram,4600.0,9.0,200.0,9
4696,kr puram,1050.0,2.0,55.0,2
4697,kr puram,1057.0,2.0,30.0,2
4698,kr puram,1085.0,2.0,46.5,2
4699,kr puram,1700.0,3.0,105.0,3
4700,kr puram,1200.0,2.0,72.0,2
4701,kr puram,3628.0,4.0,246.0,4
4702,kr puram,2000.0,2.0,75.0,2
4703,kr puram,1100.0,2.0,45.0,2
4704,kr puram,1035.0,2.0,40.0,2
4705,kr puram,1116.0,2.0,45.0,2
4706,kr puram,1290.0,2.0,69.0,2
4707,kr puram,1300.0,2.0,57.0,3
4708,kr puram,866.28,2.0,36.38,2
4709,kr puram,1096.0,2.0,43.0,2
4710,kr puram,1204.0,2.0,58.0,2
4711,kr puram,700.0,1.0,21.5,1
4712,kr puram,1205.0,2.0,45.79,2
4713,kr puram,1827.0,3.0,97.0,3
4714,kr puram,1075.0,2.0,32.25,2
4716,kr puram,1100.0,2.0,39.9,2
4717,kr puram,2283.0,2.0,121.0,4
4718,kr puram,2800.0,6.0,110.0,7
4719,kr puram,1020.0,2.0,39.0,2
4720,kr puram,1200.0,2.0,75.0,2
4721,kr puram,1245.0,2.0,60.0,2
4722,kudlu,1152.0,2.0,53.5,2
4723,kudlu,1027.0,2.0,43.0,2
4724,kudlu,1092.0,2.0,44.0,2
4725,kudlu,1027.0,2.0,43.0,2
4726,kudlu,1092.0,2.0,44.0,2
4727,kudlu,1143.0,2.0,55.0,2
4729,kudlu,1024.0,2.0,44.0,2
4731,kudlu,1600.0,3.0,79.0,3
4732,kudlu,1027.0,2.0,42.0,2
4733,kudlu,1076.0,2.0,50.0,2
4734,kudlu,1027.0,2.0,44.0,2
4735,kudlu,1084.0,2.0,53.0,2
4736,kudlu,1300.0,2.0,56.0,2
4737,kudlu,1027.0,2.0,44.0,2
4738,kudlu,1245.0,2.0,60.0,3
4739,kudlu,1027.0,2.0,44.0,2
4740,kudlu,1110.0,2.0,46.0,2
4741,kudlu,2100.0,3.0,114.0,4
4742,kudlu,1027.0,2.0,44.0,2
4743,kudlu,720.0,1.0,33.0,1
4744,kudlu,1027.0,2.0,44.0,2
4745,kudlu,1162.0,2.0,52.0,2
4746,kudlu,1041.0,2.0,53.0,2
4747,kudlu gate,1535.0,3.0,83.0,3
4748,kudlu gate,1535.0,3.0,85.0,3
4750,kudlu gate,1535.0,3.0,86.0,3
4751,kudlu gate,1564.0,2.0,92.0,3
4753,kudlu gate,1238.0,2.0,55.0,2
4754,kudlu gate,1707.0,2.0,99.745,3
4755,kudlu gate,1335.0,3.0,89.0,3
4756,kudlu gate,703.0,1.0,52.0,1
4757,kudlu gate,1535.0,3.0,86.0,3
4758,kudlu gate,1532.0,3.0,83.0,3
4759,kudlu gate,1113.0,2.0,50.0,2
4761,kudlu gate,1185.0,2.0,50.0,2
4765,kudlu gate,1215.0,2.0,45.0,2
4766,kudlu gate,812.0,2.0,38.25,2
4767,kudlu gate,1547.0,2.0,103.0,2
4768,kudlu gate,1336.0,2.0,86.0,2
4769,kudlu gate,1919.0,3.0,121.0,3
4770,kudlu gate,1464.0,3.0,56.0,2
4771,kudlu gate,1535.0,3.0,85.0,3
4772,kudlu gate,1850.0,3.0,120.0,3
4773,kudlu gate,940.0,2.0,69.57,2
